sku,name,category_id,category_name,stock,b2b_price,site_price_est,sales_count,oem,has_image,image_count,path,source_id
ESK 030 01,KAMPANA 162.22-162.25 ÖN-ARKA,fren-kampanasi,Fren Kampanası,5,4706.773797,6212.94,0.0,K8C1008,True,2,/kampana-162-22-162-25-on-arka-p5012,5012
ESK 020 09,KAMPANA 12-153 MAN DİNGİL,fren-kampanasi,Fren Kampanası,13,4262.039265,5625.89,0.0,,True,2,/kampana-12-153-man-dingil-p5011,5011
ESK 020 07,Fren Kampanası,fren-kampanasi,Fren Kampanası,30,5355.3449895,7069.06,0.0,"81501100118 , 81501100213 , 81501100242",True,2,/fren-kampanasi-p5010,5010
ESK 020 05,Fren Kampanası,fren-kampanasi,Fren Kampanası,1266,4669.712586,6164.02,0.0,81501100232,True,2,/fren-kampanasi-p5009,5009
ESK 020 03,Fren Kampanası,fren-kampanasi,Fren Kampanası,484,4799.4268245,6335.24,6.0,81501100144,True,2,/fren-kampanasi-p5008,5008
ESK 010 41,Fren Kampanası,fren-kampanasi,Fren Kampanası,848,5077.385907,6702.15,0.0,6584210001,True,2,/fren-kampanasi-p5006,5006
ESK 010 22,KAMPANA 1517 ATEGO DİNGİL,fren-kampanasi,Fren Kampanası,17,4262.039265,5625.89,0.0,Fren Kampanası,True,2,/kampana-1517-atego-dingil-p5005,5005
ESK 010 12,KAMPANA 2521-2524 KAMYON İLAVE DİNGİL,fren-kampanasi,Fren Kampanası,121,4669.712586,6164.02,0.0,6174230201,True,2,/kampana-2521-2524-kamyon-ilave-dingil-p5004,5004
ESK 010 11,KAMPANA 2521-2524-3031 KAMYON ÖN 18 CM,fren-kampanasi,Fren Kampanası,16,4669.712586,6164.02,0.0,6244210201,True,2,/kampana-2521-2524-3031-kamyon-on-18-cm-p5003,5003
ESK 010 09,KAMPANA 2517-2521 KAMYON ARKA (ÖZEL) 22 CM AXL G30-B28,fren-kampanasi,Fren Kampanası,46,5485.059228,7240.28,2.0,3604230101,True,2,/kampana-2517-2521-kamyon-arka-ozel-22-cm-axl-g30-b28-p5001,5001
ESK 010 08,Fren Kampanası 2622 -2517 Kamyon ÖN,fren-kampanasi,Fren Kampanası,170,4141.59032925,5466.9,0.0,"3054210401 , 3054210101",True,2,/fren-kampanasi-2622-2517-kamyon-on-p5000,5000
ESK 010 05,Fren Kampanası,fren-kampanasi,Fren Kampanası,94,6096.5692095,8047.47,0.0,"3014230001 , 3014231201",True,2,/fren-kampanasi-p4998,4998
ESK 010 01,Fren Kampanası,fren-kampanasi,Fren Kampanası,186,5346.07968675,7056.83,0.0,3464230501,True,2,/fren-kampanasi-p4996,4996
ESD 220 02,Fren Diski,fren-diski,Fren Diski,18,4669.712586,6164.02,0.0,9267086 - 6604261,True,2,/fren-diski-p4995,4995
ESD 220 01,VALX DİNGİL TREYLER FREN DİSKİ,fren-diski,Fren Diski,8,4669.712586,6164.02,0.0,50390001,True,2,/valx-dingil-treyler-fren-diski-p4994,4994
ESD 170 04,MITSUBISHI EURO 5 ÖN FREN DİSKİ,fren-diski,Fren Diski,6,2825.91733875,3730.21,0.0,MK584503Y,True,2,/mitsubishi-euro-5-on-fren-diski-p4993,4993
ESD 170 01,MITSUBISHI METROPOL ARKA/OTOKAR DORUK ARKA ABS'Lİ FREN DİSKİ (090 17) (NP-0613),fren-diski,Fren Diski,50,3937.75366875,5197.83,0.0,16F00-05-248AA,True,2,/mitsubishi-metropol-arka-otokar-doruk-arka-abs-li-fren-diski-090-17-np-0613-p4992,4992
ESD 160 06,Fren Diski ABS'li ( BMC NO: 57RS305298-1),fren-diski-abs-li,Fren Diski ABS'li,21,5255.95356,6937.86,0.0,Fren Diski,True,1,/fren-diski-abs-li-bmc-no-57rs305298-1-p4991,4991
ESD 160 05,BMC ÖN FREN DİSKİ 16 DELİK BMC NO: 57RS307931-1,fren-diski,Fren Diski,18,4910.6104575,6482.01,0.0,57RS307931M,True,2,/bmc-on-fren-diski-16-delik-bmc-no-57rs307931-1-p4990,4990
ESD 160 01,BMC PROBÜS Y.M. ABS'Lİ FREN DİSKİ 57RS305716,fren-diski,Fren Diski,5,3965.549577,5234.53,0.0,57RS305716,True,2,/bmc-probus-y-m-abs-li-fren-diski-57rs305716-p4988,4988
ESD 150 04,Fren Diski,fren-diski,Fren Diski,35,4132.3250265,5454.67,0.0,MBR9018 - 21227349,True,2,/fren-diski-p4987,4987
ESD 140 01,Fren Diski,fren-diski,Fren Diski,723,4011.88,5295.68,32.0,82135830 - 501315228 - 501316953 - 4200172 - 1415147 - 234110 - II371910061,True,2,/fren-diski-p4986,4986
ESD 130 02,FREN DİSKİ ISUZU CITYBUS ÖN,fren-diski,Fren Diski,109,2816.652036,3717.98,0.0,377777391054,True,2,/fren-diski-isuzu-citybus-on-p4984,4984
ESD 130 01,FREN DİSKİ ISUZU CITYBUS ARKA,fren-diski,Fren Diski,46,3001.958091,3962.58,0.0,"3870143170, 13C3508390BA",True,1,/fren-diski-isuzu-citybus-arka-p4983,4983
ESD 120 03,FORD CARGO 1846 ÖN-ARKA FREN DİSKİ,fren-diski,Fren Diski,9,3937.75366875,5197.83,0.0,DC462A315AA,True,2,/ford-cargo-1846-on-arka-fren-diski-p4982,4982
ESD 110 03,Fren Diski,fren-diski,Fren Diski,88,3242.8559625,4280.57,0.0,"85103804, 85110495",True,2,/fren-diski-p4981,4981
ESD 110 01-2,Fren Diski,fren-diski,Fren Diski,53,3520.815045,4647.48,0.0,Fren Diski,True,1,/fren-diski-p4980,4980
ESD 110 01,Fren Diski,fren-diski,Fren Diski,205,3242.8559625,4280.57,0.0,"85103803, 20515093, 5001864498",True,2,/fren-diski-p4979,4979
ESD 100 01,Fren Diski,fren-diski,Fren Diski,62,4558.528953,6017.26,0.0,68323825 - MBR5124 - MBR9004,True,2,/fren-diski-p4978,4978
ESD 090 08,KARSAN ATAK ÖN FREN DİSKİ (KARSAN NO:3050037AB ),fren-diski,Fren Diski,80,3854.365944,5087.76,0.0,3050037 - OK01037A - 3050037AA,True,2,/karsan-atak-on-fren-diski-karsan-no-3050037ab-p4977,4977
ESD 090 07,OTOKAR DORUK ÖN FREN DİSK,fren-diski,Fren Diski,51,3854.365944,5087.76,0.0,16H00-05 - 464AA,True,2,/otokar-doruk-on-fren-disk-p4976,4976
ESD 090 05,FREN DİSKİ,fren-diski,Fren Diski,158,3261.386568,4305.03,0.0,13C33 - 0557,True,2,/fren-diski-p4974,4974
ESD 090 02,OTOKAR SULTAN ÖN FREN DİSKİ,fren-diski,Fren Diski,126,3001.958091,3962.58,1.0,13C2505572BA,True,2,/otokar-sultan-on-fren-diski-p4971,4971
ESD 070 27,Fren Diski,fren-diski,Fren Diski,132,4039.671999,5332.37,0.0,6754210012,True,2,/fren-diski-p4968,4968
ESD 070 25,Fren Diski,fren-diski,Fren Diski,151,4410.284109,5821.58,0.0,1176816 - 17870 - MBR5143,True,2,/fren-diski-p4967,4967
ESD 070 24,Fren Diski,fren-diski,Fren Diski,53,4312.57728,5692.6,0.0,1088133,True,2,/fren-diski-p4966,4966
ESD 070 22,Fren Diski,fren-diski,Fren Diski,40,4224.978054,5576.97,0.0,"4079001700, 4079001701",True,2,/fren-diski-p4964,4964
ESD 070 20,Fren Diski,fren-diski,Fren Diski,76,3594.937467,4745.32,0.0,"0308835030, 0308835037",True,2,/fren-diski-p4963,4963
ESD 070 15,Fren Diski,fren-diski,Fren Diski,286,3057.5499075,4035.97,6.0,"4079001300, 4079001301",True,2,/fren-diski-p4960,4960
ESD 070 14,Fren Diski,fren-diski,Fren Diski,106,3224.325357,4256.11,6.0,"4079001001, 4079001000, 4079001002",True,2,/fren-diski-p4959,4959
ESD 070 13,SAF KÜÇÜK YILDIZ 8 DELİK FREN DİSKİ,fren-diski,Fren Diski,3,4299.100476,5674.81,0.0,4079000400,True,2,/saf-kucuk-yildiz-8-delik-fren-diski-p4958,4958
ESD 070 12,Fren Diski,fren-diski,Fren Diski,283,3451.7464245,4556.31,12.0,"407000500, 407000501, 4079000502",True,2,/fren-diski-p4957,4957
ESD 070 10-1,BPW-SERİN KÜÇÜK 8 DELİK 160 BOY 230 GÖBEK ABS'Lİ FREN DİSKİ,fren-diski,Fren Diski,24,4039.671999,5332.37,0.0,"0308834010, 0308834017, 0308834030",True,2,/bpw-serin-kucuk-8-delik-160-boy-230-gobek-abs-li-fren-diski-p4955,4955
ESD 070 10,Fren Diski,fren-diski,Fren Diski,16,3965.549577,5234.53,0.0,"0308834010, 0308834017, 0308834030",True,2,/fren-diski-p4954,4954
ESD 070 07,Fren Diski,fren-diski,Fren Diski,183,3984.0801825,5258.99,0.0,"0308834100, 0308834107",True,2,/fren-diski-p4953,4953
ESD 070 06,Fren Diski,fren-diski,Fren Diski,23,3984.0801825,5258.99,0.0,"0308834080, 0308834087",True,2,/fren-diski-p4952,4952
ESD 070 05,Fren Diski,fren-diski,Fren Diski,67,3984.0801825,5258.99,0.0,"0308834040, 0308834047, 0300224093",True,2,/fren-diski-p4951,4951
ESD 070 04,Fren Diski,fren-diski,Fren Diski,39,4539.9983475,5992.8,0.0,"M069018, 13162025, 103696449445, CF103696, M200135, MBR9007, M069018",True,2,/fren-diski-p4950,4950
ESD 070 03,Fren Diski,fren-diski,Fren Diski,102,3631.998678,4794.24,0.0,"4079000410, 4079000700, 4079000701",True,2,/fren-diski-p4949,4949
ESD 070 02,Fren Diski,fren-diski,Fren Diski,226,4039.671999,5332.37,0.0,"308834020, 308834060, 0308834067, 103784, 104085",True,2,/fren-diski-p4948,4948
ESD 060 02,Fren Diski,fren-diski,Fren Diski,138,3131.6723295,4133.81,0.0,"1387439, 1640561, 1726138, II39112F, II39541F, II39112F, IL39541F, K004322, Z0009911",True,2,/fren-diski-p4946,4946
ESD 040 21,Fren Diski,fren-diski,Fren Diski,215,4039.671999,5332.37,0.0,5010598305,True,2,/fren-diski-p4944,4944
ESD 040 07,DİSK RENAULT 150/10 ÖN,fren-diski,Fren Diski,18,3669.059889,4843.16,0.0,"5010422262, 5010525308, 5010598303",True,2,/disk-renault-150-10-on-p4941,4941
ESD 040 06,Fren Diski,fren-diski,Fren Diski,19,3669.059889,4843.16,0.0,"5010525362, 5010525015",True,2,/fren-diski-p4940,4940
ESD 040 05,DİSK RENAULT MİDLUM 220 ÖN (10 DELİK KISA GÖBEK),fren-diski,Fren Diski,19,3669.059889,4843.16,0.0,5010525014,True,2,/disk-renault-midlum-220-on-10-delik-kisa-gobek-p4939,4939
ESD 040 03,Fren Diski,fren-diski,Fren Diski,226,4002.610788,5283.45,0.0,"5010422593, 5010216437, 5010422363, 5006172150, 504134958",True,2,/fren-diski-p4938,4938
ESD 040 02,Fren Diski,fren-diski,Fren Diski,32,3669.059889,4843.16,0.0,5010260218,True,2,/fren-diski-p4937,4937
ESD 030 20,DİSK İVECO EUROCARGO 110 E 18 ARKA ABS Lİ 7189456,fren-diski,Fren Diski,55,3567.14155875,4708.63,0.0,7189456,True,2,/disk-iveco-eurocargo-110-e-18-arka-abs-li-7189456-p4934,4934
ESD 030 19,DİSK IVECO EUROCARGO E5 100 E 18 ÖN 7189265,fren-diski,Fren Diski,90,3567.14155875,4708.63,0.0,"7189265, 2996418, 2996419",True,2,/disk-iveco-eurocargo-e5-100-e-18-on-7189265-p4933,4933
ESD 030 17,DİSK İVECO EUROCARGO 220 E 21 ARKA BİJONLU ABS,fren-diski,Fren Diski,14,4224.978054,5576.97,0.0,"2992636, 7184078, 7189863,",True,2,/disk-iveco-eurocargo-220-e-21-arka-bijonlu-abs-p4932,4932
ESD 030 15,DİSK İVECO 120 E21 EURO CARGO ABS'Lİ 2997450-01906466,fren-diski,Fren Diski,20,4002.610788,5283.45,0.0,"1906466, 7183632, 2997450, 01906466",True,1,/disk-iveco-120-e21-euro-cargo-abs-li-2997450-01906466-p4930,4930
ESD 030 13,DİSK 85 E 13 EURO CARGO BİJONL,fren-diski,Fren Diski,15,3316.9783845,4378.41,0.0,60260,True,2,/disk-85-e-13-euro-cargo-bijonl-p4929,4929
ESD 030 10,DİSK İVECO EUROCARGO 220 E 21 ÖN (14 DELİK-KAFA 6CM),fren-diski,Fren Diski,114,3418.89671475,4512.94,0.0,"7187541, 2995894, 2995702",True,2,/disk-iveco-eurocargo-220-e-21-on-14-delik-kafa-6cm-p4928,4928
ESD 030 09,Fren Diski,fren-diski,Fren Diski,744,4224.978054,5576.97,0.0,"2995812, 2996328, 7189476, 7185503",True,2,/fren-diski-p4927,4927
ESD 030 05,DİSK İVECO EUROBUS ARKA (030 04) 8 DELİK,fren-diski,Fren Diski,57,3669.059889,4843.16,0.0,"52226, 1907726, 1907526, 1907527, 1907530, 7172018, 7182770-Y",True,2,/disk-iveco-eurobus-arka-030-04-8-delik-p4926,4926
ESD 030 03,DİSK İVECO 85-12 120-14 79-14,fren-diski,Fren Diski,26,3316.9783845,4378.41,0.0,"7182305, 7179778, 7171274, 1904532, 7168368, 01904532",True,1,/disk-iveco-85-12-120-14-79-14-p4924,4924
ESD 030 02,Fren Diski,fren-diski,Fren Diski,727,4011.87609075,5295.68,0.0,"1906461, 1906438, 7182305, 7179778, 2992470, 2996329, 7192305",True,2,/fren-diski-p4923,4923
ESD 030 01,Fren Diski,fren-diski,Fren Diski,33,4039.671999,5332.37,0.0,"1907631, 1908614, 1908729, 7173317, 718111, 2991979",True,2,/fren-diski-p4922,4922
ESD 020 13,Fren Diski,fren-diski,Fren Diski,47,2529.42765075,3338.84,0.0,"81508030063, 81508030054",True,2,/fren-diski-p4921,4921
ESD 020 10,Fren Diski,fren-diski,Fren Diski,77,3605.04507,4758.66,0.0,"81508030041, 81508030021",True,3,/fren-diski-p4920,4920
ESD 020 09,Fren Diski,fren-diski,Fren Diski,525,3605.04507,4758.66,0.0,"81508030040, 81508030031",True,2,/fren-diski-p4919,4919
ESD 020 05,Fren Diski,fren-diski,Fren Diski,123,2446.039926,3228.77,3.0,"81508030024, 81508030022",True,2,/fren-diski-p4918,4918
ESD 020 04,Fren Diski,fren-diski,Fren Diski,176,2334.856293,3082.01,0.0,"81508030026, 81508030024",True,2,/fren-diski-p4917,4917
ESD 010 27,Fren Diski,fren-diski,Fren Diski,39,3722.967105,4914.32,0.0,"9604210412, 9604210312, 9604210512",True,2,/fren-diski-p4913,4913
ESD 010 22,Fren Diski,fren-diski,Fren Diski,48,3594.937467,4745.32,0.0,9704210112,True,2,/fren-diski-p4911,4911
ESD 010 19,Fren Diski,fren-diski,Fren Diski,85,4011.87609075,5295.68,0.0,9704230412,True,2,/fren-diski-p4909,4909
ESD 010 12,Fren Diski,fren-diski,Fren Diski,213,3360.7779975,4436.23,0.0,9434210312,True,2,/fren-diski-p4906,4906
ESD 010 04,Fren Diski,fren-diski,Fren Diski,19,3301.81698,4358.4,0.0,"9754210212, 9754210012, 9754210112",True,2,/fren-diski-p4905,4905
ESD 010 03,Fren Diski,fren-diski,Fren Diski,16,3301.81698,4358.4,4.0,"9754230612, 9754230012, 9754230312",True,2,/fren-diski-p4904,4904
ESD 010 02,Fren Diski,fren-diski,Fren Diski,1117,3360.7779975,4436.23,12.0,"9424211212, 9424212112, 9424210912, 9424211012, 9424211112, 9424200212",True,2,/fren-diski-p4903,4903
ESD 010 01,Fren Diski,fren-diski,Fren Diski,280,4011.87609075,5295.68,0.0,"3564211012, 3564210312, 3564211212, 3054210312",True,2,/fren-diski-p4902,4902
ESB 231 10,12-153 Man Arka 73 MM,bijon,Bijon,2715,136.3086281057,179.93,0.0,81455010123,True,3,/12-153-man-arka-73-mm-p4900,4900
ESB 230 10,BİJON MAN 12.153 İLAVE DİNGİL/FREZELİ-90 MM,bijon,Bijon,804,148.9085853255,196.56,0.0,,True,3,/bijon-man-12-153-ilave-dingil-frezeli-90-mm-p4899,4899
ESB 192 10-1,BİJON MERCEDES 2517-2521 ARKA/FREZ.128MM DPS'Lİ,bijon,Bijon,518,165.5379,218.51,20.0,3814011471,True,3,/bijon-mercedes-2517-2521-arka-frez-128mm-dps-li-p4897,4897
ESB 187 10,Axor-Actros Yeni Model Arka 92 mm,bijon,Bijon,18406,153.0322076884,202.0,0.0,4014171,True,3,/axor-actros-yeni-model-arka-92-mm-p4896,4896
ESB 184 20,Axor-Actros Yeni Model Ön,bijon,Bijon,9533,153.0322076884,202.0,40.0,,True,3,/axor-actros-yeni-model-on-p4894,4894
ESB 184 10,Axor-Actros Yeni Model Arka 86 mm,bijon,Bijon,1104,153.0322076884,202.0,0.0,Axor-Actoros Yeni Model Arka 86 mm,True,4,/axor-actros-yeni-model-arka-86-mm-p4893,4893
ESB 182 10,Bijon,bijon,Bijon,4006,155.3231090011,205.03,0.0,3814010771-3464010071,True,5,/bijon-p4892,4892
ESB 170 20,BİJON MERCEDES MB 800 ÖN-73 MM,bijon,Bijon,180,136.3086281057,179.93,0.0,3714017071,True,4,/bijon-mercedes-mb-800-on-73-mm-p4890,4890
ESB 170 10,BİJON MERCEDES MB 800 ARKA-86 MM,bijon,Bijon,710,136.3086281057,179.93,0.0,3714027071,True,4,/bijon-mercedes-mb-800-arka-86-mm-p4889,4889
ESB 142 10,Atego 1517 Mercedes Arka,bijon,Bijon,1037,142.0358813874,187.49,50.0,3524020071,True,4,/atego-1517-mercedes-arka-p4886,4886
ESB 140 20,Atego 1517 Mercedes Ön 66 MM,bijon,Bijon,800,136.3086281057,179.93,0.0,3184020271-3274010071-3124011171,True,2,/atego-1517-mercedes-on-66-mm-p4885,4885
ESB 140 10,Atego 1517 Mercedes İlave Dingil,bijon,Bijon,570,152.3449372945,201.1,20.0,,True,3,/atego-1517-mercedes-ilave-dingil-p4884,4884
ESB 131 10-1,BİJON MERS AXOR ARKA 92 MM FREZELİ,bijon,Bijon,1820,148.9,196.55,0.0,,True,4,/bijon-mers-axor-arka-92-mm-frezeli-p4883,4883
ESB 115 10-1,Mercedes Dingil Bijon 100 mm Frezeli D.P.S.'Li,bijon,Bijon,1862,148.9085853255,196.56,0.0,3814011171-3814010571-3814010471,True,3,/mercedes-dingil-bijon-100-mm-frezeli-d-p-s-li-p4882,4882
ESB 114 10-1,Mercedes Dingil Bijon 100 mm D.P.S.Li,bijon,Bijon,2571,148.9085853255,196.56,0.0,4013971-3814010471-3814010571,True,3,/mercedes-dingil-bijon-100-mm-d-p-s-li-p4881,4881
ESB 113 20-1,Mercedes Ön Bijon 84 mm Frezeli D.P.S.Li,bijon,Bijon,590,148.9085853255,196.56,0.0,3814011271,True,3,/mercedes-on-bijon-84-mm-frezeli-d-p-s-li-p4879,4879
ESB 112 20-1,Mercedes Ön Bijon 84 mm D.P.S.Li,bijon,Bijon,1378,148.9085853255,196.56,0.0,3814011271-3814010071,False,0,/mercedes-on-bijon-84-mm-d-p-s-li-p4878,4878
ESB 111 10-1,Mercedes Arka Bijon 110 mm Frezeli D.P.S.'Lİ,bijon,Bijon,1855,151.4385853255,199.9,0.0,3274020471,True,3,/mercedes-arka-bijon-110-mm-frezeli-d-p-s-li-p4877,4877
ESB 110 20-1,BİJON MERCEDES ÖN-77 MM DPS Lİ,bijon,Bijon,1892,148.3592,195.83,0.0,3274010471-3174010371-3054010071-3814010171,True,3,/bijon-mercedes-on-77-mm-dps-li-p4876,4876
ESB 110 10-1,BİJON MERCEDES ARKA-110 MM DPS Lİ,bijon,Bijon,2409,146.6176840128,193.54,0.0,3464010071-3814010771-4013771,True,3,/bijon-mercedes-arka-110-mm-dps-li-p4874,4874
ESK 290 15,Fren Kampanası,fren-kampanasi,Fren Kampanası,41,3982.81455,5257.32,0.0,1064027300-1064027310-322052J,True,2,/fren-kampanasi-p4521,4521
ESK 280 10,Fren Kampanası,fren-kampanasi,Fren Kampanası,112,4115.8845,5432.97,0.0,21021114A-21021114AV-320654J-21021164-21021114,True,2,/fren-kampanasi-p4518,4518
ESK 280 08,Fren Kampanası,fren-kampanasi,Fren Kampanası,23,3295.603875,4350.2,0.0,21209701-21211030-21211030S,True,2,/fren-kampanasi-p4517,4517
ESK 280 03,Fren Kampanası,fren-kampanasi,Fren Kampanası,32,3982.81455,5257.32,0.0,21023036 - 21018963 - 21209723,True,1,/fren-kampanasi-p4516,4516
ESK 250 04,KAMPANA SMB AXLE 419X178,fren-kampanasi,Fren Kampanası,14,4364.25,5760.81,0.0,6166-465001-449555-M006166-AJB0465001-A5121-A1216C-A15597-MO06166-MO68445,True,2,/kampana-smb-axle-419x178-p4515,4515
ESK 230 26,Fren Kampanası,fren-kampanasi,Fren Kampanası,3,5276.37825,6964.82,0.0,310977180-310977230,True,2,/fren-kampanasi-p4513,4513
ESK 230 05,Fren Kampanası,fren-kampanasi,Fren Kampanası,167,5307.986,7006.54,0.0,310677530-2821,True,2,/fren-kampanasi-p4508,4508
ESK 161 16,Fren Kampanası,fren-kampanasi,Fren Kampanası,3,4455.7683225,5881.61,0.0,3020-1713-9380037-Y00006429,True,2,/fren-kampanasi-p4507,4507
ESK 161 15,Fren Kampanası,fren-kampanasi,Fren Kampanası,1,5095.5925,6726.18,0.0,301010414,True,2,/fren-kampanasi-p4506,4506
ESK 161 08,Fren Kampanası,fren-kampanasi,Fren Kampanası,6,5307.986,7006.54,0.0,310677630-310977460,True,2,/fren-kampanasi-p4500,4500
ESK 160 73,Fren Kampanası,fren-kampanasi,Fren Kampanası,3,5484.4075,7239.42,0.0,310677590,True,2,/fren-kampanasi-p4499,4499
ESK 160 29,Fren Kampanası,fren-kampanasi,Fren Kampanası,358,4312.57728,5692.6,0.0,,True,2,/fren-kampanasi-p4497,4497
ESK 140 07,Fren Kampanası,fren-kampanasi,Fren Kampanası,34,3879.5273,5120.98,0.0,5000737342-5000737768-194456-192371,True,2,/fren-kampanasi-p4492,4492
ESK 070 12,Fren Kampanası,fren-kampanasi,Fren Kampanası,269,2484.7857375,3279.92,0.0,478,True,1,/fren-kampanasi-p4487,4487
ESK 070 11,Fren Kampanası,fren-kampanasi,Fren Kampanası,213,2383.7097075,3146.5,0.0,477,True,1,/fren-kampanasi-p4486,4486
ESK 060 52,Fren Kampanası,fren-kampanasi,Fren Kampanası,78,7024.784085,9272.71,0.0,7183048,True,2,/fren-kampanasi-p4484,4484
ESK 060 14,Fren Kampanası,fren-kampanasi,Fren Kampanası,14,4734.3384,6249.33,0.0,2479852-2479853-597516,True,2,/fren-kampanasi-p4482,4482
ESK 030 17,Fren Kampanası ( BMC NO: E72012027-1 ),fren-kampanasi,Fren Kampanası,2,5892.732549,7778.41,0.0,Fren Kampanası,True,1,/fren-kampanasi-bmc-no-e72012027-1-p4481,4481
ESK 010 71,KAMPANA MERC.ACTROS ATECO AXOR,fren-kampanasi,Fren Kampanası,23,5474.951625,7226.94,0.0,6584210301,True,2,/kampana-merc-actros-ateco-axor-p4480,4480
ESK 010 61,Fren Kampanası,fren-kampanasi,Fren Kampanası,14,5474.951625,7226.94,0.0,3874210201 - A3874210201 - A6584210301,True,2,/fren-kampanasi-p4479,4479
ESD 210 01,FREN DİSKİ,fren-diski,Fren Diski,16,2570.411,3392.94,0.0,93221314005,True,2,/fren-diski-p4462,4462
ESD 110 01-3,Fren Diski,fren-diski,Fren Diski,57,3345.925,4416.62,0.0,85103803 - 85110496 - 7421575117 - 21575071 - 20515093,True,1,/fren-diski-p4459,4459
ESD 110 01-1,Fren Diski,fren-diski,Fren Diski,104,3242.862575,4280.58,0.0,85103803,True,1,/fren-diski-p4458,4458
ESD 090 09,KARSAN ATAK ARKA ABS'Lİ FREN DİSKİ,fren-diski,Fren Diski,60,3428.1620175,4525.17,22.0,3010097AA,True,2,/karsan-atak-arka-abs-li-fren-diski-p4457,4457
ESC 102,Mekanik Fren Cırcırı 3 Delik 10 Kanal,mekanik-fren-circiri,Mekanik Fren Cırcırı,58,943.0,1244.76,0.0,(A) A3,True,4,/mekanik-fren-circiri-3-delik-10-kanal-p4430,4430
ESB 914 10-R,BİJON SCANIA 96 MM,bijon,Bijon,1460,175.2531,231.33,0.0,1868668,True,4,/bijon-scania-96-mm-p4424,4424
ESB 912 20-R,Bijon Dps,bijon,Bijon,6293,175.2539504215,231.34,0.0,2285275-1868665,True,4,/bijon-dps-p4421,4421
ESB 912 10-R,SCANIA ARKA SAĞ DİSK 85 MM YUVARLAK KAFA,fren-diski,Fren Diski,5320,175.2539504215,231.34,0.0,1528712,True,4,/scania-arka-sag-disk-85-mm-yuvarlak-kafa-p4420,4420
ESB 911 20-R,Bijon Dps,bijon,Bijon,3768,179.74385,237.26,30.0,1368690-397266-290062,True,5,/bijon-dps-p4419,4419
ESB 911 10-R,Scanıa Axl Cerli ARKA DİSK 86 MM -KARE KAFA,fren-diski,Fren Diski,1835,175.2539504215,231.34,0.0,1368693,True,4,/scania-axl-cerli-arka-disk-86-mm-kare-kafa-p4418,4418
ESB 910 20-R,Scanıa Ön SAĞ 80 MM KARE KAFA,bijon,Bijon,362,166.0903451708,219.24,0.0,1368692-1411980-337559,True,4,/scania-on-sag-80-mm-kare-kafa-p4417,4417
ESB 910 10-R,BİJON SCANİA ARKA-100 MM KARE KAFA KAMPANALI,bijon,Bijon,934,175.2539504215,231.34,0.0,272853 - 1368694-SCWB0001-295953-210295953,True,4,/bijon-scania-arka-100-mm-kare-kafa-kampanali-p4416,4416
ESB 830 21-L,BİJON MITSUBISHI ÖN/SOL-66 MM,bijon,Bijon,838,174.1084997652,229.82,0.0,,True,3,/bijon-mitsubishi-on-sol-66-mm-p4409,4409
ESB 830 20-R,BİJON MITSUBISHI ÖN/SAĞ-66 MM,bijon,Bijon,908,174.1084997652,229.82,0.0,,True,3,/bijon-mitsubishi-on-sag-66-mm-p4408,4408
ESB 830 11-L,BİJON MITSUBISHI (SET) L,bijon,Bijon,958,263.4536509605,347.76,0.0,,True,4,/bijon-mitsubishi-set-l-p4407,4407
ESB 830 10-R,BİJON MITSUBISHI (SET) R,bijon,Bijon,970,263.4536509605,347.76,0.0,,True,4,/bijon-mitsubishi-set-r-p4406,4406
ESB 810 20,BİJON MARATON ÖN-97 MM,bijon,Bijon,420,178.6903023906,235.87,0.0,MC808846,True,4,/bijon-maraton-on-97-mm-p4405,4405
ESB 787 11-L,"ISUZU NOVA ARKA 92,5 MM M20*1,5 DİŞ",bijon,Bijon,846,240.5446378335,317.52,0.0,"ISUZU NOVA ARKA 92,5 MM M20*1,5 DİŞ",True,1,/isuzu-nova-arka-92-5-mm-m20-1-5-dis-p4397,4397
ESB 787 10-R,"ISUZU NOVA ARKA 92,5 MM M20*1,5 DİŞ",bijon,Bijon,778,240.5446378335,317.52,0.0,"ISUZU NOVA ARKA 92,5 MM M20*1,5 DİŞ",True,1,/isuzu-nova-arka-92-5-mm-m20-1-5-dis-p4396,4396
ESB 786 11-L,ISUZU CITIBUS ARKA SOL,bijon,Bijon,1388,240.5446378335,317.52,0.0,ISUZU CITIBUS ARKA SOL,True,3,/isuzu-citibus-arka-sol-p4395,4395
ESB 786 10-R,ISUZU CITIBUS ARKA SAĞ,bijon,Bijon,1465,240.5446378335,317.52,0.0,ISUZU CITIBUS ARKA SAĞ,True,4,/isuzu-citibus-arka-sag-p4394,4394
ESB 783 11-L,BİJON MITSUBISHI 444 ARKA/SOL/KOMPLE/TEK PARÇA,bijon,Bijon,6,209.56335,276.62,0.0,,True,4,/bijon-mitsubishi-444-arka-sol-komple-tek-parca-p4393,4393
ESB 730 10-R,BİJON ISUZU NPR ARKA/SAĞ/Y.M.-96 MM,bijon,Bijon,10,174.1084997652,229.82,0.0,,True,3,/bijon-isuzu-npr-arka-sag-y-m-96-mm-p4380,4380
ESB 693 10,Bijon Dps,bijon,Bijon,1130,166.0903451708,219.24,0.0,42117447,True,4,/bijon-dps-p4374,4374
