"campaign","ad_group","keyword","match_type","final_url","max_cpc_try","priority"
"FRN-Search-HighIntent-OEM-Lead","Mercedes-Benz Actros fren balatasi","Actros 1840 fren balatasi","Exact","https://www.frenciniz.com/urun/481/19488-mercedes-axor-actros-man-tga-tgs-tgx-tgm-fren-balatasi-22-lik-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","Mercedes-Benz Actros fren balatasi","Actros 1841 fren balatasi","Exact","https://www.frenciniz.com/urun/481/19488-mercedes-axor-actros-man-tga-tgs-tgx-tgm-fren-balatasi-22-lik-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","Mercedes-Benz Actros bijon","Mercedes-Benz Actros bijon","Exact","https://www.frenciniz.com/urun/56/9424010271-4012371-mercedes-axor-actros-bijon-dps-esb-180-20-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","Mercedes-Benz Actros bijon","Mercedes-Benz Axor bijon","Exact","https://www.frenciniz.com/urun/56/9424010271-4012371-mercedes-axor-actros-bijon-dps-esb-180-20-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","Mercedes-Benz Actros bijon","Actros 1840 bijon","Exact","https://www.frenciniz.com/urun/56/9424010271-4012371-mercedes-axor-actros-bijon-dps-esb-180-20-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","Mercedes-Benz Actros bijon","Actros 1841 bijon","Exact","https://www.frenciniz.com/urun/56/9424010271-4012371-mercedes-axor-actros-bijon-dps-esb-180-20-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","Iveco Eurocargo bijon","Iveco Eurocargo bijon","Exact","https://www.frenciniz.com/urun/373/1303111810-ford-cargo-bijon-73-mm-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","Iveco Eurocargo bijon","Iveco Stralis bijon","Exact","https://www.frenciniz.com/urun/373/1303111810-ford-cargo-bijon-73-mm-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","Iveco Eurocargo bijon","Iveco Trakker bijon","Exact","https://www.frenciniz.com/urun/373/1303111810-ford-cargo-bijon-73-mm-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","Iveco Eurocargo bijon","SAF dorse dingili bijon","Exact","https://www.frenciniz.com/urun/373/1303111810-ford-cargo-bijon-73-mm-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","BPW dorse dingili bijon","BPW dorse dingili bijon","Exact","https://www.frenciniz.com/urun/377/329633110-ford-cargo-bpw-dorse-krone-dorse-kogel-dorse-bijon-dps-esb-1722-10-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","BPW dorse dingili bijon","BPW treyler bijon","Exact","https://www.frenciniz.com/urun/377/329633110-ford-cargo-bpw-dorse-krone-dorse-kogel-dorse-bijon-dps-esb-1722-10-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","BPW dorse dingili bijon","BPW ECOPlus bijon","Exact","https://www.frenciniz.com/urun/377/329633110-ford-cargo-bpw-dorse-krone-dorse-kogel-dorse-bijon-dps-esb-1722-10-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","BPW dorse dingili bijon","BPW 9 ton bijon","Exact","https://www.frenciniz.com/urun/377/329633110-ford-cargo-bpw-dorse-krone-dorse-kogel-dorse-bijon-dps-esb-1722-10-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","Scania P/G/R serisi bijon","Scania P/G/R serisi bijon","Exact","https://www.frenciniz.com/urun/384/20515519-7420515519-volvo-fh12-fm-fl-scania-p-g-r-bijon-dps-esb-1426-10-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","Scania P/G/R serisi bijon","Volvo FH/FM bijon","Exact","https://www.frenciniz.com/urun/384/20515519-7420515519-volvo-fh12-fm-fl-scania-p-g-r-bijon-dps-esb-1426-10-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","Scania P/G/R serisi bijon","Scania P serisi bijon","Exact","https://www.frenciniz.com/urun/384/20515519-7420515519-volvo-fh12-fm-fl-scania-p-g-r-bijon-dps-esb-1426-10-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","Scania P/G/R serisi bijon","Scania G420 bijon","Exact","https://www.frenciniz.com/urun/384/20515519-7420515519-volvo-fh12-fm-fl-scania-p-g-r-bijon-dps-esb-1426-10-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","Mercedes-Benz Axor fren diski","Axor 1840 fren diski","Exact","https://www.frenciniz.com/urun/329/4343291410-mercedes-axor-ford-cargo-saf-dorse-disk-bijonu-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","Mercedes-Benz Axor porya","Mercedes-Benz Axor porya","Exact","https://www.frenciniz.com/urun/767/9433340945-mercedes-axor-porya-on-esp-01-39-01-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","Mercedes-Benz Axor porya","Axor 1840 porya","Exact","https://www.frenciniz.com/urun/767/9433340945-mercedes-axor-porya-on-esp-01-39-01-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","Mercedes-Benz Axor porya","Axor 1843 porya","Exact","https://www.frenciniz.com/urun/767/9433340945-mercedes-axor-porya-on-esp-01-39-01-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","Mercedes-Benz Axor porya","Axor 2528 porya","Exact","https://www.frenciniz.com/urun/767/9433340945-mercedes-axor-porya-on-esp-01-39-01-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","Ford Cargo porya","Ford Cargo porya","Exact","https://www.frenciniz.com/urun/753/a333k4561-ford-cargo-porya-35-30-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","Ford Cargo porya","Ford Cargo 1846 porya","Exact","https://www.frenciniz.com/urun/753/a333k4561-ford-cargo-porya-35-30-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","Ford Cargo porya","Ford Cargo 3230 porya","Exact","https://www.frenciniz.com/urun/753/a333k4561-ford-cargo-porya-35-30-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","Ford Cargo porya","Ford Cargo 3238 porya","Exact","https://www.frenciniz.com/urun/753/a333k4561-ford-cargo-porya-35-30-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","BPW dorse dingili porya","BPW dorse dingili porya","Exact","https://www.frenciniz.com/urun/655/0327280140-ford-cargo-bpw-dorse-krone-dorse-kogel-dorse-porya-esp-16-16-02-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","BPW dorse dingili porya","BPW ECOPlus dingil porya","Exact","https://www.frenciniz.com/urun/655/0327280140-ford-cargo-bpw-dorse-krone-dorse-kogel-dorse-porya-esp-16-16-02-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","BPW dorse dingili porya","BPW treyler porya","Exact","https://www.frenciniz.com/urun/655/0327280140-ford-cargo-bpw-dorse-krone-dorse-kogel-dorse-porya-esp-16-16-02-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","BPW dorse dingili porya","BPW ECOPlus porya","Exact","https://www.frenciniz.com/urun/655/0327280140-ford-cargo-bpw-dorse-krone-dorse-kogel-dorse-porya-esp-16-16-02-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","Scania P/G/R serisi porya","Scania P/G/R serisi porya","Exact","https://www.frenciniz.com/urun/493/1391617-volvo-fh12-fm-fl-scania-p-g-r-porya-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","Scania P/G/R serisi porya","Volvo FH/FM porya","Exact","https://www.frenciniz.com/urun/493/1391617-volvo-fh12-fm-fl-scania-p-g-r-porya-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","Scania P/G/R serisi porya","Scania P serisi porya","Exact","https://www.frenciniz.com/urun/493/1391617-volvo-fh12-fm-fl-scania-p-g-r-porya-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","Scania P/G/R serisi porya","Scania G420 porya","Exact","https://www.frenciniz.com/urun/493/1391617-volvo-fh12-fm-fl-scania-p-g-r-porya-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","SAF dorse dingili porya","SAF dorse dingili porya","Exact","https://www.frenciniz.com/urun/743/3307305600-ford-cargo-saf-dorse-krone-dorse-kogel-dorse-porya-esp-18-13-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","SAF dorse dingili porya","SAF Holland treyler porya","Exact","https://www.frenciniz.com/urun/743/3307305600-ford-cargo-saf-dorse-krone-dorse-kogel-dorse-porya-esp-18-13-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","SAF dorse dingili porya","Dorse porya / bijon grubu porya","Exact","https://www.frenciniz.com/urun/743/3307305600-ford-cargo-saf-dorse-krone-dorse-kogel-dorse-porya-esp-18-13-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","SAF dorse dingili porya","SAF Holland porya","Exact","https://www.frenciniz.com/urun/743/3307305600-ford-cargo-saf-dorse-krone-dorse-kogel-dorse-porya-esp-18-13-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","Disk fren imdatlı fren körüğü fren diski","Disk fren imdatlı fren körüğü fren diski","Exact","https://www.frenciniz.com/urun/972/8682644620299-ford-cargo-krone-dorse-kogel-dorse-16-24-d-p-imdatli-fren-korugu-64-mm-disk-tipi","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","Disk fren imdatlı fren körüğü fren diski","Kampana fren imdatlı fren körüğü fren diski","Exact","https://www.frenciniz.com/urun/972/8682644620299-ford-cargo-krone-dorse-kogel-dorse-16-24-d-p-imdatli-fren-korugu-64-mm-disk-tipi","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","Disk fren imdatlı fren körüğü fren diski","Dorse fren körüğü fren diski","Exact","https://www.frenciniz.com/urun/972/8682644620299-ford-cargo-krone-dorse-kogel-dorse-16-24-d-p-imdatli-fren-korugu-64-mm-disk-tipi","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","Disk fren imdatlı fren körüğü fren diski","Krone dorse fren diski","Exact","https://www.frenciniz.com/urun/972/8682644620299-ford-cargo-krone-dorse-kogel-dorse-16-24-d-p-imdatli-fren-korugu-64-mm-disk-tipi","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","Renault Trucks fren körüğü","Renault Trucks fren körüğü","Exact","https://www.frenciniz.com/urun/962/8682644620022-renault-premium-magnum-kerax-midlum-d-serisi-imdatli-fren-korugu-servis-8109","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","Renault Trucks fren körüğü","Disk fren imdatlı fren körüğü fren körüğü","Exact","https://www.frenciniz.com/urun/962/8682644620022-renault-premium-magnum-kerax-midlum-d-serisi-imdatli-fren-korugu-servis-8109","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","Renault Trucks fren körüğü","Kampana fren imdatlı fren körüğü fren körüğü","Exact","https://www.frenciniz.com/urun/962/8682644620022-renault-premium-magnum-kerax-midlum-d-serisi-imdatli-fren-korugu-servis-8109","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","Renault Trucks fren körüğü","Dorse fren körüğü fren körüğü","Exact","https://www.frenciniz.com/urun/962/8682644620022-renault-premium-magnum-kerax-midlum-d-serisi-imdatli-fren-korugu-servis-8109","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","Mercedes-Benz Actros fren circiri","Mercedes-Benz Actros fren circiri","Exact","https://www.frenciniz.com/urun/51/6234201538-mercedes-axor-actros-otomatik-fren-circiri-esc-80159-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","Mercedes-Benz Actros fren circiri","Mercedes-Benz Axor fren circiri","Exact","https://www.frenciniz.com/urun/51/6234201538-mercedes-axor-actros-otomatik-fren-circiri-esc-80159-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","Mercedes-Benz Actros fren circiri","Actros 1840 fren circiri","Exact","https://www.frenciniz.com/urun/51/6234201538-mercedes-axor-actros-otomatik-fren-circiri-esc-80159-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","Mercedes-Benz Actros fren circiri","Actros 1841 fren circiri","Exact","https://www.frenciniz.com/urun/51/6234201538-mercedes-axor-actros-otomatik-fren-circiri-esc-80159-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","Dorse / treyler fren circiri","Dorse / treyler fren circiri","Exact","https://www.frenciniz.com/urun/60/352194-ford-cargo-krone-dorse-kogel-dorse-fren-circiri-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","Dorse / treyler fren circiri","Fruehauf dorse dingili fren circiri","Exact","https://www.frenciniz.com/urun/60/352194-ford-cargo-krone-dorse-kogel-dorse-fren-circiri-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","Dorse / treyler fren circiri","SMB dorse dingili fren circiri","Exact","https://www.frenciniz.com/urun/60/352194-ford-cargo-krone-dorse-kogel-dorse-fren-circiri-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","Dorse / treyler fren circiri","Krone dorse fren circiri","Exact","https://www.frenciniz.com/urun/60/352194-ford-cargo-krone-dorse-kogel-dorse-fren-circiri-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","MAN TGA 18.430 fren circiri","MAN TGA 18.430 fren circiri","Exact","https://www.frenciniz.com/urun/403/81506106084-man-tga-tgs-tgx-tgm-otomatik-fren-circiri-sag-on-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","MAN TGA 18.430 fren circiri","MAN TGA 18.460 fren circiri","Exact","https://www.frenciniz.com/urun/403/81506106084-man-tga-tgs-tgx-tgm-otomatik-fren-circiri-sag-on-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","MAN TGA 18.430 fren circiri","MAN TGS 18.440 fren circiri","Exact","https://www.frenciniz.com/urun/403/81506106084-man-tga-tgs-tgx-tgm-otomatik-fren-circiri-sag-on-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","MAN TGA 18.430 fren circiri","MAN TGS 40.360 fren circiri","Exact","https://www.frenciniz.com/urun/403/81506106084-man-tga-tgs-tgx-tgm-otomatik-fren-circiri-sag-on-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","Scania P/G/R serisi fren circiri","Scania P/G/R serisi fren circiri","Exact","https://www.frenciniz.com/urun/408/72727-scania-p-g-r-fren-circiri-esc-72877-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","Scania P/G/R serisi fren circiri","Scania P serisi fren circiri","Exact","https://www.frenciniz.com/urun/408/72727-scania-p-g-r-fren-circiri-esc-72877-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","Scania P/G/R serisi fren circiri","Scania G420 fren circiri","Exact","https://www.frenciniz.com/urun/408/72727-scania-p-g-r-fren-circiri-esc-72877-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","Scania P/G/R serisi fren circiri","Scania G440 fren circiri","Exact","https://www.frenciniz.com/urun/408/72727-scania-p-g-r-fren-circiri-esc-72877-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","Knorr / WABCO / Meritor kaliper","Knorr / WABCO / Meritor kaliper uygulamaları kaliper tamir","Exact","https://www.frenciniz.com/urun/636/640-222-928-2-ror-meritor-knorr-wabco-kaliper-30-3750-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","Knorr / WABCO / Meritor kaliper","Disk fren montaj sistemi kaliper tamir","Exact","https://www.frenciniz.com/urun/636/640-222-928-2-ror-meritor-knorr-wabco-kaliper-30-3750-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","Knorr / WABCO / Meritor kaliper","ROR dorse kaliper tamir","Exact","https://www.frenciniz.com/urun/636/640-222-928-2-ror-meritor-knorr-wabco-kaliper-30-3750-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","Knorr / WABCO / Meritor kaliper","Meritor/ROR kaliper tamir","Exact","https://www.frenciniz.com/urun/636/640-222-928-2-ror-meritor-knorr-wabco-kaliper-30-3750-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","Meritor ELSA/DUCO kaliper sistemi kaliper","Meritor ELSA/DUCO kaliper sistemi kaliper tamir","Exact","https://www.frenciniz.com/urun/676/mck1116-ror-meritor-knorr-wabco-kaliper-20-2390-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","Meritor ELSA/DUCO kaliper sistemi kaliper","Volvo FH/FM kaliper tamir","Exact","https://www.frenciniz.com/urun/676/mck1116-ror-meritor-knorr-wabco-kaliper-20-2390-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","Meritor ELSA/DUCO kaliper sistemi kaliper","Renault Trucks Premium/Magnum kaliper tamir","Exact","https://www.frenciniz.com/urun/676/mck1116-ror-meritor-knorr-wabco-kaliper-20-2390-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","Meritor ELSA/DUCO kaliper sistemi kaliper","DAF CF/XF kaliper tamir","Exact","https://www.frenciniz.com/urun/676/mck1116-ror-meritor-knorr-wabco-kaliper-20-2390-ekersan","6.00","sales-priority-1"
